ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-29 20:00:00,784,21,15,186,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-27 11:00:00,1762,12,13,1174,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-24 07:00:00,1694,8,13,379,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-26 09:00:00,1671,10,13,729,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-15 15:00:00,1652,16,13,871,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-09 07:00:00,1635,8,13,257,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-30 13:00:00,1677,14,14,1217,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-12 08:00:00,1872,9,15,169,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-28 11:00:00,1752,12,15,799,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-14 11:00:00,1740,12,15,624,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-30 12:00:00,1723,13,15,1768,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-03 17:00:00,1679,18,15,890,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-12 16:00:00,1673,17,15,907,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-03 18:00:00,1531,19,15,737,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-14 10:00:00,1510,11,15,687,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-02 14:00:00,1432,15,15,722,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-05 14:00:00,1353,15,15,949,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
