Day,Date,Hour,Source,Number_of_Bicycles_,Number_of_People,Number_of_Road_Vehicles,FID
Tue,2023/11/14 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,1,47,21,2783
Thu,2023/11/16 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,12,596,2131,2784
Tue,2023/11/14 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,41,15,2785
Thu,2023/11/16 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,12,1062,1913,2786
Tue,2023/11/14 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,1,245,11,2787
Thu,2023/11/16 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,12,492,311,2788
Tue,2023/11/14 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,175,9,2789
Thu,2023/11/16 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,12,1823,11,2790
Tue,2023/11/14 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,1,7,8,2791
Thu,2023/11/16 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,11,711,2370,2792
Wed,2023/11/15 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,221,1,2793
Tue,2023/11/14 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,1,501,5,2794
Wed,2023/11/15 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,147,1,2795
Tue,2023/11/14 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,216,4,2796
Wed,2023/11/15 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,181,508,2797
Tue,2023/11/14 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,1,75,4,2798
Tue,2023/11/14 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,204,1,2799
Tue,2023/11/14 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,72,1,2800
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,2,717,695,2801
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,695,682,2802
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,2,515,636,2803
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,2,356,483,2804
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,156,78,2805
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,2,29,76,2806
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,2,58,71,2807
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,2,12,69,2808
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,899,68,2809
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,2,1164,30,2810
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,2,618,16,2811
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,2,370,16,2812
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,77,14,2813
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,2,228,12,2814
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,2,11,1,2815
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,1,523,1674,2816
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,1,473,1469,2817
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,1,537,1123,2818
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,39,299,2819
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,1,685,246,2820
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,1,92,202,2821
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,17,2101,37,2822
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,28,187,2823
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,1,76,83,2824
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,1,144,72,2825
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,1,14,3,2826
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,16,1218,2328,2827
Thu,2023/11/16 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,4,406,160,2828
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,31,64,2829
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,28,544,1424,2830
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,1,7,52,2831
Thu,2023/11/16 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,1,1678,2,2832
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,4,324,902,2833
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,12,580,1309,2834
Sat,2023/11/18 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,16,400,393,2835
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,4,413,142,2836
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,12,63,2837
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,63,62,2838
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,15,60,2839
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,21,59,2840
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,38,57,2841
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,3,47,2842
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,36,45,2843
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,170,43,2844
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,2,43,2845
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,381,34,2846
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,39,32,2847
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,11,29,2848
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,61,27,2849
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,51,23,2850
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,4,20,2851
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,3,18,2852
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,246,17,2853
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,16,16,2854
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,12,16,2855
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,9,15,2856
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,2,15,2857
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,314,12,2858
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,10,12,2859
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,0,74,8,2860
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,0,0,8,2861
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,15,6,2862
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,0,1,6,2863
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,69,2,2864
Fri,2023/11/17 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,40,2,2865
Fri,2023/11/17 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,18,2,2866
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,0,549,1,2867
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,4,1,2868
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,11,0,2869
Fri,2023/11/17 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,8,0,2870
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,67,233,1301,2871
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,49,129,936,2872
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,48,613,1210,2873
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,44,171,968,2874
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,39,167,1180,2875
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,34,630,1188,2876
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,27,22,832,2877
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,27,2748,126,2878
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,25,138,927,2879
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,25,287,729,2880
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,24,132,907,2881
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,23,3761,10,2882
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,19,638,1368,2883
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,18,169,1070,2884
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,17,2975,41,2885
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,27,619,1453,2886
Thu,2023/11/16 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,4,153,101,2887
Thu,2023/11/16 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,1,170,2,2888
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,16,3294,19,2889
Sat,2023/11/18 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,4,398,867,2890
Fri,2023/11/17 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,157,41,2891
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,12,857,300,2892
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,27,701,241,2893
Thu,2023/11/16 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,4,103,51,2894
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,28,2,2895
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,15,2807,15,2896
Sat,2023/11/18 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,4,51,548,2897
Sat,2023/11/18 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,4,15,260,2898
Sat,2023/11/18 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,4,237,147,2899
Sat,2023/11/18 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,4,113,52,2900
Sat,2023/11/18 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,4,16,32,2901
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,4,1433,8,2902
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,3,133,1140,2903
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,3,49,988,2904
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,3,559,960,2905
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,3,53,876,2906
Sat,2023/11/18 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,3,595,792,2907
Sat,2023/11/18 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,35,407,2908
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,3,833,370,2909
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,3,497,144,2910
Sat,2023/11/18 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,3,87,130,2911
Sat,2023/11/18 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,3,193,58,2912
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,3,789,28,2913
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,3,492,4,2914
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,2,817,1168,2915
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,2,152,888,2916
Sat,2023/11/18 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,2,338,770,2917
Sat,2023/11/18 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,2,92,571,2918
Sat,2023/11/18 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,2,1085,445,2919
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,2,952,418,2920
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,2,213,393,2921
Sat,2023/11/18 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,2,29,239,2922
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,2,863,208,2923
Sat,2023/11/18 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,2,1116,171,2924
Sat,2023/11/18 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,2,655,135,2925
Sat,2023/11/18 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,2,2,129,2926
Sat,2023/11/18 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,2,122,104,2927
Sat,2023/11/18 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,6,74,2928
Sat,2023/11/18 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,683,66,2929
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,2,1459,24,2930
Sat,2023/11/18 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,630,14,2931
Sat,2023/11/18 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,2,766,12,2932
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,2,1358,3,2933
Sat,2023/11/18 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,1,957,1419,2934
Sat,2023/11/18 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,1,854,1254,2935
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,1,85,1085,2936
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,1,57,994,2937
Sat,2023/11/18 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,1,558,571,2938
Sat,2023/11/18 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,286,517,2939
Sat,2023/11/18 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,1,551,405,2940
Sat,2023/11/18 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,1,238,392,2941
Sat,2023/11/18 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,1,686,379,2942
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,1,1083,368,2943
Sat,2023/11/18 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,1,387,323,2944
Sat,2023/11/18 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,14,1362,2408,2945
Thu,2023/11/16 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,1,736,1,2946
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,4,234,7,2947
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,26,58,21,2948
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,14,999,2011,2949
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,11,1173,1594,2950
Thu,2023/11/16 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,413,542,2951
Thu,2023/11/16 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,4,1958,5,2952
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,25,880,346,2953
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,14,580,1281,2954
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,11,1069,1467,2955
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,11,515,1461,2956
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,11,103,616,2957
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,11,2869,132,2958
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,10,626,200,2959
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,10,1127,168,2960
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,10,1363,14,2961
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,9,1128,1737,2962
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,9,465,1176,2963
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,9,47,589,2964
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,9,47,467,2965
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,9,647,242,2966
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,8,927,1126,2967
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,8,127,486,2968
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,8,959,463,2969
Fri,2023/11/17 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,8,867,357,2970
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,8,51,5,2971
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,7,854,1680,2972
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,7,283,1395,2973
Fri,2023/11/17 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,7,1226,129,2974
Fri,2023/11/17 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,6,946,1581,2975
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,6,511,950,2976
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,6,166,721,2977
Fri,2023/11/17 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,6,909,539,2978
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,6,1036,103,2979
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,6,500,12,2980
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,5,583,996,2981
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,5,563,605,2982
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,5,49,188,2983
Fri,2023/11/17 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,5,1110,170,2984
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,5,231,77,2985
Fri,2023/11/17 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,4,336,60,2986
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,4,1493,43,2987
Fri,2023/11/17 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,3,629,1318,2988
Fri,2023/11/17 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,3,227,427,2989
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,3,257,366,2990
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,3,722,358,2991
Fri,2023/11/17 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,3,42,162,2992
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,3,300,95,2993
Fri,2023/11/17 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,3,1061,87,2994
Fri,2023/11/17 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,3,1143,84,2995
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,3,112,78,2996
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,3,83,45,2997
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,3,1398,42,2998
Fri,2023/11/17 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,3,1487,32,2999
Fri,2023/11/17 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,3,693,16,3000
Fri,2023/11/17 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,2,638,1415,3001
Fri,2023/11/17 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,474,39,3002
Fri,2023/11/17 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,23,1356,17,3003
Thu,2023/11/16 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,48,298,3004
Sat,2023/11/18 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,14,441,1181,3005
Fri,2023/11/17 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,6,34,3006
Fri,2023/11/17 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,22,1097,1659,3007
Thu,2023/11/16 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,3,449,1775,3008
Thu,2023/11/16 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,259,279,3009
Sat,2023/11/18 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,13,1171,2338,3010
Fri,2023/11/17 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,1,12,31,3011
Fri,2023/11/17 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,22,705,300,3012
Thu,2023/11/16 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,3,83,140,3013
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,34,194,3014
Thu,2023/11/16 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,181,156,3015
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,21,148,3016
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,16,139,3017
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,26,127,3018
Thu,2023/11/16 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,130,122,3019
Thu,2023/11/16 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,75,96,3020
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,145,75,3021
Thu,2023/11/16 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,49,75,3022
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,33,69,3023
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,18,69,3024
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,4,67,3025
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,5,60,3026
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,24,49,3027
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,4,40,3028
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,71,31,3029
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,13,16,3030
Thu,2023/11/16 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,9,16,3031
Thu,2023/11/16 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,3,6,3032
Thu,2023/11/16 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,1,6,3033
Thu,2023/11/16 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,0,1762,2,3034
Thu,2023/11/16 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,0,329,2,3035
Thu,2023/11/16 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,148,2,3036
Thu,2023/11/16 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,110,2,3037
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,28,2,3038
Thu,2023/11/16 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,6,2,3039
Thu,2023/11/16 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,1,2,3040
