Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles_,FID
Fri,2024/01/05 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,2,371,1589,877
Fri,2024/01/05 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,8,543,1795,878
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,0,70,183,879
Sat,2024/01/06 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,200,69,880
Fri,2024/01/05 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,2,654,985,881
Fri,2024/01/05 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,915,469,882
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,200,179,883
Sat,2024/01/06 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,41,67,884
Fri,2024/01/05 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,313,773,885
Fri,2024/01/05 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,8,732,235,886
Fri,2024/01/05 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,188,170,887
Sat,2024/01/06 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,38,66,888
Fri,2024/01/05 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,2,944,593,889
Fri,2024/01/05 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,7,520,1936,890
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,41,114,891
Sat,2024/01/06 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,0,521,62,892
Fri,2024/01/05 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,2,966,493,893
Fri,2024/01/05 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,7,312,1557,894
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,0,41,94,895
Sat,2024/01/06 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,127,59,896
Fri,2024/01/05 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,2,556,474,897
Fri,2024/01/05 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,7,89,1463,898
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,77,93,899
Sat,2024/01/06 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,24,57,900
Fri,2024/01/05 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,2,125,425,901
Fri,2024/01/05 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,7,189,732,902
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,2,79,903
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,9,70,904
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,178,60,905
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,51,57,906
Fri,2024/01/05 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,88,56,907
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,84,54,908
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,0,918,52,909
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,149,51,910
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,28,48,911
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,48,44,912
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,4,43,913
Fri,2024/01/05 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,2,42,914
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,4,39,915
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,107,38,916
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,152,23,917
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,64,23,918
Fri,2024/01/05 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,26,22,919
Fri,2024/01/05 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,137,21,920
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,220,19,921
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,5,19,922
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,71,18,923
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,0,145,17,924
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,140,13,925
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,20,12,926
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,39,10,927
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,15,10,928
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,7,10,929
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,6,10,930
Fri,2024/01/05 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,21,9,931
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,19,9,932
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,10,9,933
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,8,9,934
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,34,8,935
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,26,7,936
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,9,7,937
Fri,2024/01/05 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,18,6,938
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,13,6,939
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,6,6,940
Fri,2024/01/05 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,2,6,941
Sun,2024/01/07 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,29,423,851,942
Sat,2024/01/06 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,224,55,943
Sun,2024/01/07 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,28,307,778,944
Fri,2024/01/05 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,7,59,728,945
Sat,2024/01/06 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,5,53,946
Sun,2024/01/07 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,26,1806,27,947
Fri,2024/01/05 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,7,491,672,948
Sat,2024/01/06 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,7,52,949
Sun,2024/01/07 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,23,342,1055,950
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,7,40,439,951
Sat,2024/01/06 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,171,51,952
Sun,2024/01/07 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,23,263,871,953
Fri,2024/01/05 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,7,506,197,954
Sat,2024/01/06 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,198,47,955
Sun,2024/01/07 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,22,345,901,956
Fri,2024/01/05 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,7,363,173,957
Sat,2024/01/06 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,166,45,958
Sun,2024/01/07 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,22,89,595,959
Fri,2024/01/05 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,2,216,413,960
Fri,2024/01/05 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,7,362,132,961
Sat,2024/01/06 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,220,43,962
Sun,2024/01/07 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,20,408,862,963
Sun,2024/01/07 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,19,785,599,964
Sun,2024/01/07 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,18,102,941,965
Sun,2024/01/07 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,18,3129,42,966
Sun,2024/01/07 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,15,284,946,967
Sun,2024/01/07 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,15,334,619,968
Sun,2024/01/07 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,14,83,662,969
Sun,2024/01/07 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,14,373,122,970
Sun,2024/01/07 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,14,1178,13,971
Sun,2024/01/07 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,13,773,1561,972
Sun,2024/01/07 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,13,657,1277,973
Sun,2024/01/07 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,13,2843,43,974
Sun,2024/01/07 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,2604,43,975
Sun,2024/01/07 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,12,806,1987,976
Sun,2024/01/07 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,12,679,1961,977
Sun,2024/01/07 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,12,527,161,978
Sun,2024/01/07 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,11,638,144,979
Sun,2024/01/07 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,11,1972,121,980
Sun,2024/01/07 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,10,615,1566,981
Sun,2024/01/07 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,10,170,800,982
Sun,2024/01/07 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,9,242,550,983
Sun,2024/01/07 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,9,120,80,984
Sun,2024/01/07 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,8,133,1498,985
Sun,2024/01/07 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,8,317,1018,986
Sun,2024/01/07 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,8,229,739,987
Sun,2024/01/07 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,8,124,361,988
Sun,2024/01/07 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,8,1638,172,989
Sun,2024/01/07 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,8,470,28,990
Sun,2024/01/07 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,7,629,1719,991
Sun,2024/01/07 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,7,27,399,992
Sun,2024/01/07 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,7,661,155,993
Sun,2024/01/07 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,7,1436,146,994
Sun,2024/01/07 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,7,532,138,995
Sun,2024/01/07 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,7,1943,125,996
Sun,2024/01/07 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,7,531,113,997
Sun,2024/01/07 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,7,577,53,998
Sun,2024/01/07 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,7,1971,35,999
Sun,2024/01/07 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,7,131,28,1000
Sun,2024/01/07 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,7,1391,25,1001
Sun,2024/01/07 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,6,65,592,1002
Sun,2024/01/07 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,6,47,470,1003
Sun,2024/01/07 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,6,85,402,1004
Sun,2024/01/07 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,6,130,294,1005
Sat,2024/01/06 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,7,1006,570,1006
Fri,2024/01/05 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,7,3084,2,1007
Fri,2024/01/05 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,6,473,186,1008
Fri,2024/01/05 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,6,3087,143,1009
Fri,2024/01/05 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,6,848,7,1010
Fri,2024/01/05 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,5,623,285,1011
Fri,2024/01/05 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,5,1201,229,1012
Fri,2024/01/05 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,5,1327,143,1013
Fri,2024/01/05 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,4,36,1371,1014
Fri,2024/01/05 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,4,370,1012,1015
Fri,2024/01/05 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,4,241,746,1016
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,4,275,735,1017
Fri,2024/01/05 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,4,74,565,1018
Fri,2024/01/05 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,4,299,386,1019
Fri,2024/01/05 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,4,853,383,1020
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,4,82,214,1021
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,4,348,180,1022
Fri,2024/01/05 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,2,260,141,1023
Fri,2024/01/05 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,4,315,168,1024
Fri,2024/01/05 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,4,2942,127,1025
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,2,318,140,1026
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,16,102,1027
Fri,2024/01/05 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,2,887,122,1028
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,4,208,65,1029
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,2,10,80,1030
Fri,2024/01/05 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,4,2451,13,1031
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,2,10,77,1032
Fri,2024/01/05 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,3,495,1888,1033
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,90,53,1034
Fri,2024/01/05 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,3,74,1675,1035
Fri,2024/01/05 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,2,563,32,1036
Fri,2024/01/05 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,3,49,1340,1037
Fri,2024/01/05 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,103,11,1038
Fri,2024/01/05 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,3,255,1207,1039
Fri,2024/01/05 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,2,1055,6,1040
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,3,200,910,1041
Fri,2024/01/05 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,1,557,1795,1042
Fri,2024/01/05 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,3,1021,531,1043
Fri,2024/01/05 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,1,277,1409,1044
Fri,2024/01/05 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,3,1001,465,1045
Fri,2024/01/05 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,1,540,413,1046
Fri,2024/01/05 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,3,253,444,1047
Fri,2024/01/05 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,1,8,371,1048
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,40,301,1049
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,134,358,1050
Fri,2024/01/05 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,54,310,1051
Sat,2024/01/06 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,45,41,1052
Sat,2024/01/06 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,2,3,18,1053
Sat,2024/01/06 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,7,1953,169,1054
Sat,2024/01/06 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,7,2833,147,1055
Sat,2024/01/06 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,30,41,1056
Sat,2024/01/06 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,7,1086,6,1057
Fri,2024/01/05 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,375,282,1058
Sat,2024/01/06 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,6,288,459,1059
Sat,2024/01/06 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,23,34,1060
Sat,2024/01/06 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,2,1258,9,1061
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,1,163,140,1062
Sat,2024/01/06 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,6,172,372,1063
Sat,2024/01/06 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,5,33,1064
Sat,2024/01/06 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,2,799,6,1065
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,14,138,1066
Sat,2024/01/06 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,6,842,332,1067
Sat,2024/01/06 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,18,32,1068
Sat,2024/01/06 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,1,571,784,1069
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,1,21,75,1070
Sat,2024/01/06 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,6,828,294,1071
Sat,2024/01/06 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,11,29,1072
Sat,2024/01/06 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,1,320,740,1073
Fri,2024/01/05 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,1,474,60,1074
Sat,2024/01/06 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,6,451,155,1075
Sat,2024/01/06 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,0,10,28,1076
Sat,2024/01/06 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,1,245,527,1077
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,113,57,1078
Sat,2024/01/06 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,6,2389,19,1079
Sat,2024/01/06 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,0,7,26,1080
Sat,2024/01/06 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,1,65,432,1081
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,1,201,42,1082
Sat,2024/01/06 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,6,1703,15,1083
Sat,2024/01/06 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,30,25,1084
Sat,2024/01/06 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,1,549,417,1085
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,329,38,1086
Sat,2024/01/06 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,6,850,4,1087
Sat,2024/01/06 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,19,21,1088
Sat,2024/01/06 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,1,185,335,1089
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,41,35,1090
Sat,2024/01/06 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,5,262,708,1091
Sat,2024/01/06 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,3,21,1092
Sat,2024/01/06 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,1,20,173,1093
Fri,2024/01/05 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,1,127,34,1094
Sat,2024/01/06 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,5,1557,52,1095
Sat,2024/01/06 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,20,18,1096
Sat,2024/01/06 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,1,42,163,1097
Fri,2024/01/05 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,86,29,1098
Sat,2024/01/06 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,5,876,20,1099
Sat,2024/01/06 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,84,17,1100
Sat,2024/01/06 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,158,159,1101
Fri,2024/01/05 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,434,21,1102
Sat,2024/01/06 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,4,450,961,1103
Sat,2024/01/06 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,29,13,1104
Sat,2024/01/06 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,46,156,1105
Fri,2024/01/05 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,1,55,18,1106
Sat,2024/01/06 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,4,308,811,1107
Sat,2024/01/06 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,11,12,1108
Sat,2024/01/06 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,1,575,145,1109
Fri,2024/01/05 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,1,56,12,1110
Sat,2024/01/06 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,4,444,168,1111
Sat,2024/01/06 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,15,11,1112
Sat,2024/01/06 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,1,57,101,1113
Fri,2024/01/05 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,1,12,9,1114
Sat,2024/01/06 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,4,315,100,1115
Fri,2024/01/05 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,1,1440,4,1116
Sat,2024/01/06 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,28,10,1117
Sat,2024/01/06 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,4,2349,17,1118
Sat,2024/01/06 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,14,84,1119
Sat,2024/01/06 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,1,423,82,1120
Sat,2024/01/06 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,4,1095,4,1121
Sat,2024/01/06 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,1,157,70,1122
Fri,2024/01/05 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,0,245,1019,1123
Sat,2024/01/06 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,17,10,1124
Sat,2024/01/06 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,3,639,1341,1125
Sat,2024/01/06 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,382,63,1126
Fri,2024/01/05 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,0,235,916,1127
Sat,2024/01/06 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,0,371,8,1128
Sat,2024/01/06 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,3,834,1336,1129
Sat,2024/01/06 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,1,656,58,1130
Fri,2024/01/05 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,0,292,590,1131
Sat,2024/01/06 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,10,8,1132
Sat,2024/01/06 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,3,339,863,1133
Sat,2024/01/06 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,322,58,1134
Fri,2024/01/05 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,0,350,518,1135
Sat,2024/01/06 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,8,5,1136
Sat,2024/01/06 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,3,287,834,1137
