Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Tue,2023/10/23 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,32,727,1731,4304
Tue,2023/10/23 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,31,994,1776,4305
Tue,2023/10/23 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,30,1268,2668,4306
Tue,2023/10/23 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,29,464,1234,4307
Tue,2023/10/23 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,29,521,1060,4308
Tue,2023/10/23 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,29,142,954,4309
Tue,2023/10/23 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,28,673,1113,4310
Tue,2023/10/23 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,27,807,2102,4311
Tue,2023/10/23 23:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,26,163,648,4312
Tue,2023/10/23 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,25,440,1155,4313
Tue,2023/10/23 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,25,2494,17,4314
Tue,2023/10/23 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,24,1037,1939,4315
Tue,2023/10/23 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,23,1292,2060,4316
Tue,2023/10/23 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,23,1052,2026,4317
Tue,2023/10/23 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,23,2787,97,4318
Tue,2023/10/23 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,22,787,225,4319
Tue,2023/10/23 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,22,1342,19,4320
Tue,2023/10/23 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,21,1384,1951,4321
Tue,2023/10/23 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,21,740,1602,4322
Tue,2023/10/23 23:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,21,159,650,4323
Tue,2023/10/23 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,21,1396,235,4324
Tue,2023/10/23 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,20,982,2637,4325
Tue,2023/10/23 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,20,220,209,4326
Tue,2023/10/23 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,20,1692,184,4327
Tue,2023/10/23 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,20,1743,166,4328
Tue,2023/10/23 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,20,1833,24,4329
Tue,2023/10/23 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,19,1268,2531,4330
Tue,2023/10/23 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,19,1012,1921,4331
Tue,2023/10/23 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,19,806,1915,4332
Tue,2023/10/23 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,19,769,1812,4333
Tue,2023/10/23 23:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,19,85,322,4334
Tue,2023/10/23 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,19,2565,13,4335
Tue,2023/10/23 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,18,1386,1939,4336
Tue,2023/10/23 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,18,101,707,4337
Tue,2023/10/23 23:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,18,91,680,4338
Tue,2023/10/23 23:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,18,160,530,4339
Tue,2023/10/23 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,17,104,558,4340
Tue,2023/10/23 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,17,2055,116,4341
Tue,2023/10/23 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,17,2041,27,4342
Tue,2023/10/23 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,17,2309,8,4343
Tue,2023/10/23 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,16,1078,1721,4344
Tue,2023/10/23 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,16,564,1030,4345
Tue,2023/10/23 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,16,1030,184,4346
Tue,2023/10/23 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,16,3073,9,4347
Tue,2023/10/23 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,15,899,1636,4348
Tue,2023/10/23 23:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,14,164,562,4349
Tue,2023/10/23 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,13,442,753,4350
Mon,2023/10/22 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,6,22,150,4351
Mon,2023/10/22 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,6,614,11,4352
Mon,2023/10/22 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,5,720,1476,4353
Mon,2023/10/22 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,5,524,800,4354
Mon,2023/10/22 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,5,80,257,4355
Mon,2023/10/22 23:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,5,80,204,4356
Mon,2023/10/22 23:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,5,72,143,4357
Mon,2023/10/22 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,5,795,110,4358
Mon,2023/10/22 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,5,555,3,4359
Mon,2023/10/22 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,4,940,493,4360
Mon,2023/10/22 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,4,164,491,4361
Mon,2023/10/22 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,4,116,337,4362
Mon,2023/10/22 23:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,4,29,233,4363
Mon,2023/10/22 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,4,156,179,4364
Mon,2023/10/22 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,4,590,23,4365
Mon,2023/10/22 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,4,574,13,4366
Mon,2023/10/22 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,4,372,13,4367
Mon,2023/10/22 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,4,561,7,4368
Mon,2023/10/22 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,3,443,867,4369
Mon,2023/10/22 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,3,228,685,4370
Mon,2023/10/22 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,3,926,458,4371
Mon,2023/10/22 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,3,433,322,4372
Mon,2023/10/22 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,3,281,152,4373
Mon,2023/10/22 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,3,1016,139,4374
Mon,2023/10/22 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,3,1332,99,4375
Mon,2023/10/22 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,3,128,59,4376
Mon,2023/10/22 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,3,98,19,4377
Mon,2023/10/22 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,3,184,15,4378
Mon,2023/10/22 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,3,207,9,4379
Mon,2023/10/22 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,3,78,3,4380
Mon,2023/10/22 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,2,237,588,4381
Mon,2023/10/22 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,419,456,4382
Mon,2023/10/22 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,2,421,278,4383
Mon,2023/10/22 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,142,241,4384
Mon,2023/10/22 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,2,60,216,4385
Mon,2023/10/22 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,2,157,113,4386
Mon,2023/10/22 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,2,111,87,4387
Mon,2023/10/22 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,2,270,84,4388
Mon,2023/10/22 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,2,106,14,4389
Mon,2023/10/22 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,545,9,4390
Mon,2023/10/22 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,2,235,5,4391
Mon,2023/10/22 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,153,5,4392
Mon,2023/10/22 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,1,42,240,4393
Mon,2023/10/22 23:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,1,3,75,4394
Mon,2023/10/22 23:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,1,34,71,4395
Mon,2023/10/22 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,1,26,65,4396
Mon,2023/10/22 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,3,58,4397
Mon,2023/10/22 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,3,37,4398
Mon,2023/10/22 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,1,596,13,4399
Mon,2023/10/22 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,1,227,11,4400
Wed,2023/10/24 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,217,205,4401
Wed,2023/10/24 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,265,156,4402
Wed,2023/10/24 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,226,120,4403
Wed,2023/10/24 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,7,106,4404
Wed,2023/10/24 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,1,199,91,4405
Wed,2023/10/24 23:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,1,27,58,4406
Wed,2023/10/24 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,1,170,48,4407
Wed,2023/10/24 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,37,21,4408
Wed,2023/10/24 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,113,16,4409
Wed,2023/10/24 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,431,14,4410
Wed,2023/10/24 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,1,149,13,4411
Wed,2023/10/24 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,171,8,4412
Wed,2023/10/24 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,111,8,4413
Wed,2023/10/24 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,1,46,6,4414
Wed,2023/10/24 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,206,4,4415
Wed,2023/10/24 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,26,3,4416
Wed,2023/10/24 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,1,25,2,4417
Wed,2023/10/24 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,15,2,4418
Wed,2023/10/24 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,1,17,0,4419
Wed,2023/10/24 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,0,78,837,4420
Wed,2023/10/24 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,223,388,4421
Wed,2023/10/24 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,0,423,373,4422
Wed,2023/10/24 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,0,13,294,4423
Wed,2023/10/24 23:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,0,81,273,4424
Wed,2023/10/24 23:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,37,154,4425
Wed,2023/10/24 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,78,108,4426
Wed,2023/10/24 23:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,3,96,4427
Wed,2023/10/24 23:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,180,91,4428
Wed,2023/10/24 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,12,83,4429
Wed,2023/10/24 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,25,82,4430
Wed,2023/10/24 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,76,81,4431
Wed,2023/10/24 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,12,63,4432
Wed,2023/10/24 23:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,15,59,4433
Wed,2023/10/24 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,6,55,4434
Wed,2023/10/24 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,83,48,4435
Wed,2023/10/24 23:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,6,46,4436
Wed,2023/10/24 23:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,11,43,4437
Wed,2023/10/24 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,31,42,4438
Wed,2023/10/24 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,6,41,4439
Wed,2023/10/24 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,2,41,4440
Wed,2023/10/24 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,49,34,4441
Wed,2023/10/24 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,0,44,30,4442
Wed,2023/10/24 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,25,29,4443
Wed,2023/10/24 23:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,2,29,4444
Wed,2023/10/24 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,105,27,4445
Wed,2023/10/24 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,7,25,4446
Wed,2023/10/24 23:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,23,24,4447
Wed,2023/10/24 23:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,10,24,4448
Wed,2023/10/24 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,9,24,4449
Wed,2023/10/24 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,0,376,21,4450
Thu,2023/10/25 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,167,6,4451
Thu,2023/10/25 23:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,11,6,4452
Thu,2023/10/25 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,297,5,4453
Thu,2023/10/25 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,21,5,4454
Thu,2023/10/25 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,0,164,4,4455
Thu,2023/10/25 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,74,4,4456
Thu,2023/10/25 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,159,3,4457
Thu,2023/10/25 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,5,3,4458
Thu,2023/10/25 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,4,3,4459
Thu,2023/10/25 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,64,2,4460
Thu,2023/10/25 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,5,2,4461
Thu,2023/10/25 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,192,1,4462
Thu,2023/10/25 23:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,12,1,4463
Thu,2023/10/25 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,5,1,4464
Thu,2023/10/25 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,35,0,4465
Thu,2023/10/25 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,30,0,4466
Thu,2023/10/25 23:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,14,0,4467
Fri,2023/10/26 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,53,447,1719,4468
Fri,2023/10/26 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,52,280,1213,4469
Fri,2023/10/26 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,41,174,1017,4470
Fri,2023/10/26 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,32,1166,2571,4471
Fri,2023/10/26 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,26,1173,2720,4472
Fri,2023/10/26 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,26,585,2039,4473
Fri,2023/10/26 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,24,134,1257,4474
Fri,2023/10/26 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,22,170,1060,4475
Fri,2023/10/26 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,21,760,1972,4476
Fri,2023/10/26 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,20,659,1668,4477
Fri,2023/10/26 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,20,160,1052,4478
Fri,2023/10/26 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,19,3079,23,4479
Fri,2023/10/26 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,19,2115,14,4480
Fri,2023/10/26 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,18,1045,2313,4481
Fri,2023/10/26 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,18,212,1299,4482
Fri,2023/10/26 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,18,39,637,4483
Fri,2023/10/26 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,17,958,2611,4484
Fri,2023/10/26 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,17,427,693,4485
Fri,2023/10/26 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,16,835,2400,4486
Fri,2023/10/26 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,16,587,1678,4487
Fri,2023/10/26 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,15,517,2473,4488
Fri,2023/10/26 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,15,861,2290,4489
Fri,2023/10/26 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,15,311,1201,4490
Fri,2023/10/26 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,15,2081,16,4491
Fri,2023/10/26 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,15,1494,0,4492
Fri,2023/10/26 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,14,837,2221,4493
Fri,2023/10/26 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,14,911,2187,4494
Fri,2023/10/26 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,14,2465,21,4495
Fri,2023/10/26 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,14,1513,14,4496
Fri,2023/10/26 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,621,2026,4497
Fri,2023/10/26 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,13,232,1957,4498
Fri,2023/10/26 23:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,13,135,100,4499
Fri,2023/10/26 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,12,1715,300,4500
Thu,2023/10/25 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,4,298,30,4501
Thu,2023/10/25 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,4,447,24,4502
Thu,2023/10/25 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,4,733,17,4503
Thu,2023/10/25 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,4,131,17,4504
Thu,2023/10/25 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,4,1620,8,4505
Thu,2023/10/25 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,4,506,5,4506
Thu,2023/10/25 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,4,471,5,4507
Thu,2023/10/25 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,4,173,3,4508
Thu,2023/10/25 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,3,1432,499,4509
Thu,2023/10/25 23:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,3,30,408,4510
Thu,2023/10/25 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,3,56,312,4511
Thu,2023/10/25 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,3,90,206,4512
Thu,2023/10/25 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,3,314,180,4513
Thu,2023/10/25 23:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,3,173,170,4514
Thu,2023/10/25 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,3,37,153,4515
Thu,2023/10/25 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,3,9,126,4516
Thu,2023/10/25 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,3,460,50,4517
Thu,2023/10/25 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,3,261,20,4518
Thu,2023/10/25 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,3,667,18,4519
Thu,2023/10/25 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,3,588,18,4520
Thu,2023/10/25 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,3,772,13,4521
Thu,2023/10/25 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,3,7,13,4522
Thu,2023/10/25 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,3,89,11,4523
Thu,2023/10/25 23:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,2,25,1416,4524
Thu,2023/10/25 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,591,894,4525
Thu,2023/10/25 23:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,2,16,626,4526
Thu,2023/10/25 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,2,162,410,4527
Thu,2023/10/25 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,86,319,4528
Thu,2023/10/25 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,2,131,54,4529
Thu,2023/10/25 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,2,233,31,4530
Thu,2023/10/25 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,2,859,14,4531
Thu,2023/10/25 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,2,549,13,4532
Thu,2023/10/25 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,2,424,11,4533
Thu,2023/10/25 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,2,5,11,4534
Thu,2023/10/25 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,2,809,8,4535
Thu,2023/10/25 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,2,836,7,4536
Thu,2023/10/25 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,2,201,5,4537
Thu,2023/10/25 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,2,44,3,4538
Thu,2023/10/25 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,337,1,4539
Thu,2023/10/25 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,1,211,750,4540
Thu,2023/10/25 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,1,1458,641,4541
Thu,2023/10/25 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,1,1626,576,4542
Thu,2023/10/25 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,1,397,430,4543
Thu,2023/10/25 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,1,601,338,4544
Thu,2023/10/25 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,1,16,328,4545
Thu,2023/10/25 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,125,327,4546
Thu,2023/10/25 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,12,164,4547
Thu,2023/10/25 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,71,159,4548
Thu,2023/10/25 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,1,101,147,4549
Thu,2023/10/25 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,1,43,95,4550
Thu,2023/10/25 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,15,852,1287,4551
Thu,2023/10/25 23:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,15,46,1106,4552
Thu,2023/10/25 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,15,1415,216,4553
Thu,2023/10/25 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,14,1302,2007,4554
Thu,2023/10/25 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,14,422,1284,4555
Thu,2023/10/25 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,14,77,720,4556
Thu,2023/10/25 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,13,1393,1958,4557
Thu,2023/10/25 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,891,1799,4558
Thu,2023/10/25 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,13,1367,25,4559
Thu,2023/10/25 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,12,936,2607,4560
Thu,2023/10/25 23:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,12,50,1292,4561
